CAP2,1500,83502.05279,-72900.08821,9.934
CAP2,1501,83500.25015,-72894.46309,9.898
CAP2,1502,83498.57325,-72888.17692,9.873
CAP2,1503,83496.9728,-72881.08413,9.857
CAP2,1504,83495.22716,-72873.04093,9.812
CAP2,1505,83493.18941,-72863.89687,9.79
CAP2,1506,83490.91885,-72853.34402,9.834
CAP2,1507,83488.56829,-72841.24906,9.811
CAP2,1508,83486.03335,-72827.4504,9.819
CAP2,1509,83483.1674,-72811.90304,9.888
CAP2,1510,83479.78876,-72794.60388,9.866
CAP2,1511,83476.04378,-72775.43457,9.867
CAP2,1512,83472.11472,-72754.34422,9.832
CAP2,1513,83467.92426,-72731.32104,9.768
CAP2,1514,83463.37198,-72706.44627,9.809
CAP2,1515,83458.5193,-72679.80359,9.774
CAP2,1516,83453.17224,-72651.51632,9.771
CAP2,1517,83447.60373,-72621.64116,9.751
CAP2,1518,83441.79981,-72590.20675,9.85
CAP2,1519,83435.49476,-72557.4218,9.939
CAP2,1520,83428.95104,-72523.28384,10.182
CAP2,1521,83422.27484,-72487.89379,10.637
CAP2,1522,83415.57995,-72451.43554,11.857
CAP2,1523,83408.88209,-72414.2769,13.767
CAP2,1524,83402.34019,-72376.79235,16.259
CAP2,1525,83396.01945,-72339.04355,18.683
CAP2,1526,83390.08421,-72300.9675,20.947
CAP2,1527,83384.38409,-72262.64866,23.327
CAP2,1528,83378.5176,-72224.20047,25.792
CAP2,1529,83372.51958,-72185.65995,28.553
CAP2,1530,83366.4586,-72147.05808,31.584
CAP2,1531,83360.23761,-72108.44533,34.751
CAP2,1532,83354.11068,-72069.85346,37.944
CAP2,1533,83348.00156,-72031.15314,40.945
CAP2,1534,83341.95445,-71992.22058,43.511
CAP2,1535,83335.98426,-71953.06767,45.772
CAP2,1536,83329.91702,-71913.62407,47.952
CAP2,1537,83323.7768,-71873.92834,50.643
CAP2,1538,83317.62725,-71833.87658,53.611
CAP2,1539,83311.27156,-71793.38057,56.315
CAP2,1540,83304.68162,-71752.4444,58.903
CAP2,1541,83297.83693,-71711.11499,61.713
CAP2,1542,83290.88767,-71669.39643,64.666
CAP2,1543,83284.00149,-71627.3524,67.909
CAP2,1544,83277.23979,-71584.949,70.781
CAP2,1545,83270.60344,-71542.17925,73.771
CAP2,1546,83264.38437,-71499.06647,76.674
CAP2,1547,83258.29817,-71455.62866,79.715
CAP2,1548,83252.53614,-71411.87005,82.771
CAP2,1549,83247.03868,-71367.81919,85.749
CAP2,1550,83241.75987,-71323.44775,88.471
CAP2,1551,83236.60854,-71278.79885,91.225
CAP2,1552,83231.48061,-71233.93337,93.949
CAP2,1553,83226.264,-71188.88399,96.728
CAP2,1554,83220.88352,-71143.71871,99.679
CAP2,1555,83214.8908,-71098.22396,104.077
CAP2,1556,83209.29293,-71053.20113,105.869
CAP2,1557,83203.32207,-71007.98841,108.9
CAP2,1558,83197.22797,-70962.85469,111.936
CAP2,1559,83191.05155,-70917.80453,115.026
CAP2,1560,83184.85713,-70872.88238,117.966
CAP2,1561,83178.67224,-70828.1198,120.807
CAP2,1562,83172.60683,-70783.52712,123.6
CAP2,1563,83166.83421,-70739.06289,126.649
CAP2,1564,83161.31653,-70694.76957,129.585
CAP2,1565,83156.07961,-70650.61037,132.487
CAP2,1566,83151.03996,-70606.56185,135.171
CAP2,1567,83146.21251,-70562.65056,138.007
CAP2,1568,83141.68584,-70518.84339,140.707
CAP2,1569,83137.3913,-70475.18323,143.695
CAP2,1570,83133.08848,-70431.73309,146.832
CAP2,1571,83128.78759,-70388.42718,149.642
CAP2,1572,83124.4063,-70345.21383,152.187
CAP2,1573,83119.7976,-70302.18539,155.185
CAP2,1574,83115.12574,-70259.39786,158.326
CAP2,1575,83110.52426,-70216.76523,161.346
CAP2,1576,83105.93356,-70174.35628,164.829
CAP2,1577,83101.27007,-70132.14257,168.277
CAP2,1578,83096.24073,-70090.11421,171.164
CAP2,1579,83090.79835,-70048.23674,174.034
CAP2,1580,83084.74613,-70006.50218,176.688
CAP2,1581,83078.21242,-69964.84496,178.918
CAP2,1582,83071.2934,-69923.19985,181.026
CAP2,1583,83064.01679,-69881.54574,183.167
CAP2,1584,83056.44404,-69839.8713,185.113
CAP2,1585,83048.6067,-69798.13252,186.902
CAP2,1586,83040.60897,-69756.35117,188.861
CAP2,1587,83032.4646,-69714.52827,190.688
CAP2,1588,83024.04757,-69672.58314,192.225
CAP2,1589,83015.51606,-69630.56067,193.767
CAP2,1590,83006.82954,-69588.54608,195.696
CAP2,1591,82998.06177,-69546.49172,197.556
CAP2,1592,82989.31045,-69504.33035,199.208
CAP2,1593,82980.50676,-69462.03085,200.439
CAP2,1594,82971.60429,-69419.5469,201.478
CAP2,1595,82962.71655,-69376.87548,202.605
CAP2,1596,82953.82448,-69334.02517,203.882
CAP2,1597,82944.84007,-69291.01328,205.102
CAP2,1598,82935.95464,-69247.78971,206.265
CAP2,1599,82927.27111,-69204.36124,207.117
CAP2,1600,82918.66864,-69160.65374,208.019
CAP2,1601,82910.16852,-69116.70645,208.904
CAP2,1602,82901.71933,-69072.5487,210.196
CAP2,1603,82893.2972,-69028.23971,211.689
CAP2,1604,82884.83674,-68983.86771,213.612
CAP2,1605,82876.31583,-68939.53494,215.558
CAP2,1606,82867.57732,-68895.23707,217.694
CAP2,1607,82858.6579,-68851.08342,219.912
CAP2,1608,82849.48585,-68807.05901,222.229
CAP2,1609,82840.11276,-68763.15695,224.428
CAP2,1610,82830.66727,-68719.30455,226.469
CAP2,1611,82821.16248,-68675.46804,228.261
CAP2,1612,82811.46147,-68631.5982,229.823
CAP2,1613,82801.64328,-68587.66802,231.187
CAP2,1614,82791.83569,-68543.63061,232.53
CAP2,1615,82782.00681,-68499.49063,233.991
CAP2,1616,82772.0496,-68455.32799,235.617
CAP2,1617,82761.93776,-68411.17546,237.388
CAP2,1618,82751.64309,-68367.02026,239.089
CAP2,1619,82741.21228,-68322.90506,240.766
CAP2,1620,82730.64735,-68278.75953,242.058
CAP2,1621,82719.82372,-68234.65656,243.776
CAP2,1622,82708.94666,-68190.60148,245.37
CAP2,1623,82697.83631,-68146.5334,247.286
CAP2,1624,82686.76042,-68102.43454,249.09
CAP2,1625,82675.63197,-68058.3219,250.85
CAP2,1626,82664.43006,-68014.18714,252.566
CAP2,1627,82653.11589,-67970.03595,254.302
CAP2,1628,82641.73653,-67925.86408,256.058
CAP2,1629,82630.28131,-67881.68077,257.831
CAP2,1630,82618.8696,-67837.46034,259.556
CAP2,1631,82607.6001,-67793.18913,261.316
CAP2,1632,82596.235,-67748.92648,263.252
CAP2,1633,82584.81155,-67704.68716,265.201
CAP2,1634,82573.23626,-67660.49641,267.208
CAP2,1635,82561.46813,-67616.39343,269.202
CAP2,1636,82549.48992,-67572.36169,271.274
CAP2,1637,82537.30499,-67528.4044,273.258
CAP2,1638,82524.9252,-67484.49677,275.084
CAP2,1639,82512.367,-67440.63437,276.901
CAP2,1640,82499.74737,-67396.7512,278.569
CAP2,1641,82487.04591,-67352.84357,280.122
CAP2,1642,82474.15786,-67308.91773,281.638
CAP2,1643,82460.90077,-67264.94599,283.499
CAP2,1644,82447.38372,-67220.9498,284.654
CAP2,1645,82433.51054,-67176.89761,285.593
CAP2,1646,82419.29412,-67132.75497,286.316
CAP2,1647,82404.74399,-67088.4512,286.662
CAP2,1648,82389.86787,-67043.91208,286.534
CAP2,1649,82374.60229,-66999.12172,286.256
CAP2,1650,82358.92897,-66954.09268,286.148
CAP2,1651,82342.82654,-66908.9424,286.277
CAP2,1652,82326.1754,-66863.73289,286.781
CAP2,1653,82309.02795,-66818.56861,287.581
CAP2,1654,82291.48816,-66773.49467,288.714
CAP2,1655,82273.60542,-66728.54797,290.086
CAP2,1656,82255.41931,-66683.68638,291.341
CAP2,1657,82236.75786,-66638.95491,292.444
CAP2,1658,82217.26235,-66594.44657,293.478
CAP2,1659,82196.64335,-66550.26693,294.338
CAP2,1660,82174.75684,-66506.50498,295.026
CAP2,1661,82151.70284,-66463.13951,295.624
CAP2,1662,82127.54933,-66420.14985,296.379
CAP2,1663,82102.51274,-66377.53667,297.374
CAP2,1664,82076.70439,-66335.18172,298.174
CAP2,1665,82050.21889,-66292.99557,298.626
CAP2,1666,82023.18576,-66250.8682,298.682
CAP2,1667,81995.49148,-66208.81128,298.627
CAP2,1668,81967.27171,-66166.78403,298.642
CAP2,1669,81938.65431,-66124.74645,298.783
CAP2,1670,81909.67614,-66082.67841,298.736
CAP2,1671,81880.22813,-66040.63338,298.61
CAP2,1672,81850.30739,-65998.67425,298.88
CAP2,1673,81819.97082,-65956.82123,299.409
CAP2,1674,81789.36043,-65915.08301,299.979
CAP2,1675,81758.4819,-65873.40634,300.392
CAP2,1676,81727.10831,-65831.87713,300.591
CAP2,1677,81695.18698,-65790.53182,300.707
CAP2,1678,81662.72408,-65749.36508,300.863
CAP2,1679,81629.77949,-65708.37325,301.235
CAP2,1680,81596.35803,-65667.62377,302.035
CAP2,1681,81562.40791,-65627.3071,303.15
CAP2,1682,81527.92169,-65587.41824,304.156
CAP2,1683,81492.87013,-65547.94353,305.271
CAP2,1684,81457.3492,-65508.90996,306.591
CAP2,1685,81421.4472,-65470.26476,308.047
CAP2,1686,81385.12013,-65432.02414,309.334
CAP2,1687,81348.25274,-65394.22534,310.274
CAP2,1688,81310.77753,-65356.88091,311.032
CAP2,1689,81272.75296,-65319.94262,311.826
CAP2,1690,81234.15851,-65283.4757,312.594
CAP2,1691,81195.03124,-65247.45871,313.47
CAP2,1692,81155.54534,-65211.77964,314.487
CAP2,1693,81115.71283,-65176.45859,315.692
CAP2,1694,81075.44601,-65141.56524,317.086
CAP2,1695,81034.68065,-65107.21961,318.551
CAP2,1696,80993.42003,-65073.46168,320.014
CAP2,1697,80951.62573,-65040.33526,321.441
CAP2,1698,80909.18877,-65007.94266,322.812
CAP2,1699,80866.05522,-64976.31936,324.209
CAP2,1700,80822.30944,-64945.48845,325.654
CAP2,1701,80778.04943,-64915.41048,327.455
CAP2,1702,80733.53264,-64885.88034,329.546
CAP2,1703,80688.94287,-64856.67556,331.662
CAP2,1704,80644.40384,-64827.65824,333.822
CAP2,1705,80599.88021,-64798.82405,335.933
CAP2,1706,80555.3797,-64770.12764,337.939
CAP2,1707,80511.06519,-64741.41868,339.97
CAP2,1708,80466.99716,-64712.55259,341.892
CAP2,1709,80422.9815,-64683.67917,343.482
CAP2,1710,80378.86312,-64654.9991,345.065
CAP2,1711,80334.69659,-64626.47026,346.916
CAP2,1712,80290.63733,-64597.99398,348.81
CAP2,1713,80246.7116,-64569.49926,350.775
CAP2,1714,80202.96186,-64540.95186,352.658
CAP2,1715,80159.37263,-64512.31257,354.516
CAP2,1716,80116.02448,-64483.50505,356.132
CAP2,1717,80072.8219,-64454.53451,357.635
CAP2,1718,80029.70723,-64425.47351,359.188
CAP2,1719,79986.6899,-64396.38874,360.908
CAP2,1720,79943.72908,-64367.32253,362.63
CAP2,1721,79900.87263,-64338.21265,364.267
CAP2,1722,79858.16676,-64308.95886,365.802
CAP2,1723,79815.61561,-64279.51017,367.219
CAP2,1724,79773.23632,-64249.86069,368.616
CAP2,1725,79731.03197,-64220.02441,370.021
CAP2,1726,79688.98176,-64190.01101,371.54
CAP2,1727,79647.00934,-64159.93605,373.119
CAP2,1728,79605.14313,-64129.8552,374.914
CAP2,1729,79563.43837,-64099.75279,376.892
CAP2,1730,79521.89709,-64069.60371,379.042
CAP2,1731,79480.56359,-64039.43541,381.297
CAP2,1732,79439.42794,-64009.24333,383.515
CAP2,1733,79398.41803,-63979.07936,385.593
CAP2,1734,79357.43614,-63948.99407,387.586
CAP2,1735,79316.49921,-63919.01178,389.534
CAP2,1736,79275.56517,-63889.13394,391.423
CAP2,1737,79234.63267,-63859.35034,393.208
CAP2,1738,79193.70402,-63829.70897,395.167
CAP2,1739,79152.76449,-63800.27661,397.307
CAP2,1740,79111.65743,-63771.20229,399.522
CAP2,1741,79070.18933,-63742.72823,401.634
CAP2,1742,79028.31281,-63714.88645,403.66
CAP2,1743,78986.03375,-63687.63916,405.444
CAP2,1744,78943.3946,-63660.90469,407.148
CAP2,1745,78900.49058,-63634.59569,408.98
CAP2,1746,78857.37177,-63608.66618,410.783
CAP2,1747,78814.07032,-63583.02724,412.411
CAP2,1748,78770.59825,-63557.61798,413.886
CAP2,1749,78726.9837,-63532.38518,415.359
CAP2,1750,78683.303,-63507.25395,416.824
CAP2,1751,78639.55548,-63482.13816,418.194
CAP2,1752,78595.77032,-63457.00993,419.381
CAP2,1753,78551.90891,-63431.80747,420.509
CAP2,1754,78507.95872,-63406.61846,421.519
CAP2,1755,78463.90908,-63381.38855,422.496
CAP2,1756,78419.74987,-63356.12386,423.447
CAP2,1757,78375.50401,-63330.81106,424.288
CAP2,1758,78331.17275,-63305.39958,425.183
CAP2,1759,78286.83793,-63279.84887,426.115
CAP2,1760,78242.47327,-63254.11492,427.006
CAP2,1761,78198.06142,-63228.10095,427.387
CAP2,1762,78153.56475,-63201.83719,427.589
CAP2,1763,78108.93618,-63175.38807,428.133
CAP2,1764,78064.32687,-63148.75816,429.052
CAP2,1765,78019.78043,-63121.88135,429.848
CAP2,1766,77975.3008,-63094.7474,430.573
CAP2,1767,77930.83658,-63067.41043,431.441
CAP2,1768,77886.35696,-63040.00146,432.464
CAP2,1769,77841.81831,-63012.65405,433.61
CAP2,1770,77797.1364,-62985.41043,434.582
CAP2,1771,77752.27599,-62958.3506,435.565
CAP2,1772,77707.21706,-62931.47389,436.659
CAP2,1773,77661.9309,-62904.92255,437.829
CAP2,1774,77616.38844,-62878.81513,439.039
CAP2,1775,77570.56659,-62853.13096,440.39
CAP2,1776,77524.46995,-62827.86027,441.687
CAP2,1777,77478.16333,-62802.99295,443.248
CAP2,1778,77431.76226,-62778.51688,445.012
CAP2,1779,77385.30082,-62754.29128,446.932
CAP2,1780,77338.82079,-62730.30958,448.898
CAP2,1781,77292.37149,-62706.5659,450.91
CAP2,1782,77245.95251,-62683.03113,453.166
CAP2,1783,77199.62075,-62659.82916,455.902
CAP2,1784,77153.37642,-62636.957,458.729
CAP2,1785,77107.21749,-62614.36208,461.341
CAP2,1786,77061.12789,-62591.98574,463.758
CAP2,1787,77015.11212,-62569.81552,465.937
CAP2,1788,76969.09058,-62547.89799,468.043
CAP2,1789,76923.06519,-62526.29548,470.375
CAP2,1790,76877.09122,-62504.91833,472.687
CAP2,1791,76831.13264,-62483.74641,474.743
CAP2,1792,76785.15414,-62462.76207,476.58
CAP2,1793,76739.16668,-62441.95929,478.432
CAP2,1794,76693.18173,-62421.31664,480.278
CAP2,1795,76647.15952,-62400.87412,481.949
CAP2,1796,76601.11169,-62380.58427,483.499
CAP2,1797,76555.08948,-62360.46122,485.307
CAP2,1798,76509.1232,-62340.5574,487.498
CAP2,1799,76463.30395,-62320.81082,489.924
CAP2,1800,76417.66589,-62301.14658,492.397
CAP2,1801,76372.18313,-62281.53346,494.764
CAP2,1802,76326.84046,-62261.98623,496.986
CAP2,1803,76281.56316,-62242.54134,499.057
CAP2,1804,76236.27825,-62223.23868,500.909
CAP2,1805,76190.97852,-62204.08282,502.664
CAP2,1806,76145.70266,-62185.01296,504.543
CAP2,1807,76100.47995,-62166.03122,506.416
CAP2,1808,76055.31453,-62147.04881,508.325
CAP2,1809,76010.22093,-62128.09907,510.196
CAP2,1810,75965.14668,-62109.22934,512.085
CAP2,1811,75920.06724,-62090.48551,513.885
CAP2,1812,75875.00262,-62071.85591,515.617
CAP2,1813,75829.98672,-62053.24186,517.245
CAP2,1814,75785.02675,-62034.56926,518.793
CAP2,1815,75740.21574,-62015.7432,520.508
CAP2,1816,75695.6122,-61996.70378,522.294
CAP2,1817,75651.21287,-61977.40702,523.988
CAP2,1818,75607.0164,-61957.79023,525.527
CAP2,1819,75563.05062,-61937.79085,526.908
CAP2,1820,75519.32871,-61917.29788,528.216
CAP2,1821,75475.97363,-61896.17641,529.497
CAP2,1822,75433.06798,-61874.28566,530.696
CAP2,1823,75390.62669,-61851.57062,531.784
CAP2,1824,75348.6433,-61828.07518,532.917
CAP2,1825,75307.09018,-61803.8948,534.049
CAP2,1826,75265.89407,-61779.1126,535.142
CAP2,1827,75225.02809,-61753.82347,536.154
CAP2,1828,75184.42285,-61728.07707,537.065
CAP2,1829,75144.03336,-61701.86587,537.83
CAP2,1830,75103.86349,-61675.22707,538.576
CAP2,1831,75063.86442,-61648.24058,539.361
CAP2,1832,75023.95594,-61621.02662,540.231
CAP2,1833,74984.06095,-61593.69855,541.045
CAP2,1834,74944.18271,-61566.27924,541.95
CAP2,1835,74904.38467,-61538.75248,543.007
CAP2,1836,74864.66432,-61511.13083,544.19
CAP2,1837,74824.99925,-61483.46028,545.319
CAP2,1838,74785.33282,-61455.77185,546.421
CAP2,1839,74745.63568,-61428.12508,547.524
CAP2,1840,74705.99236,-61400.37441,548.595
CAP2,1841,74666.45957,-61372.45707,549.553
CAP2,1842,74627.07707,-61344.33438,550.521
CAP2,1843,74587.8076,-61316.042,551.487
