4,6939,-8476.190681,5028.440238,2367.79747
4,6943,-8288.733398,5246.053414,2367.621885
4,6943,-8274.291581,5246.061577,2375.223602
1,6944,-25152.41257,16309.13704,10730.29825
4,6950,-7957.135475,5739.232673,2367.384581
4,6950,-7928.291609,5797.23981,2382.61262
1,6950,-25452.22902,14918.46565,10728.78573
4,6952,-7827.351447,5942.289059,2390.17107
4,6954,-7711.948858,6087.336585,2420.577406
4,6956,-7596.579491,6232.395854,2420.50916
4,6956,-7596.580329,6246.890368,2428.13599
1,6956,-25723.22199,13571.28689,10727.54565
4,6958,-7495.632014,6377.440584,2428.082773
4,6960,-7394.689048,6493.499562,2412.786414
4,6962,-7308.160534,6609.540773,2412.749804
4,6963,-7308.142845,6595.038609,2420.362138
1,6963,-25951.15086,12340.03223,10726.59177
4,6965,-7221.596056,6711.070649,2435.568542
4,6967,-7135.055316,6812.611968,2435.530092
4,6969,-7048.488592,6914.139358,2458.354419
4,6969,-7048.455287,6899.628151,2481.206049
1,6969,-26236.89549,11094.22048,10672.7624
4,6971,-6961.896046,7001.15832,2496.412946
4,6973,-6875.368847,7131.692447,2496.40031
1,6975,-26622.67597,9587.454993,10672.68107
4,6975,-6774.406533,7291.22061,2511.635028
4,6975,-6774.397983,7276.722714,2511.625819
4,6978,-6673.44106,7436.254224,2519.245775
1,6982,-27037.34214,8066.157782,10627.37052
4,6982,-6471.471705,7697.311168,2549.701597
4,6982,-6457.060392,7726.320343,2542.087819
4,6984,-6370.529518,7856.854965,2534.476899
4,6986,-6283.981957,7987.377798,2542.109816
1,6988,-27438.05793,6646.2527,10506.24322
4,6988,-6197.461031,8117.923033,2519.266605
12,6989,-9838.113431,26545.09383,1665.26865
4,6989,-6197.461711,8132.41502,2526.897719
12,6989,-9852.469402,26515.887,1718.524111
4,6990,-6125.345173,8248.436716,2526.920579
12,6991,-9924.773664,26472.40912,1695.615102
4,6993,-6038.798779,8378.963399,2526.944851
1,6994,-27869.04971,5472.436806,10172.30821
4,6995,-5952.243522,8509.483049,2534.592967
4,6995,-5937.814873,8523.988375,2534.592011
12,6996,-10126.96101,26297.96,1771.493773
4,6997,-5865.679067,8625.503882,2542.232659
4,6999,-5779.134123,8770.525927,2542.280751
1,7001,-28226.03627,4052.446469,10127.81982
4,7001,-5692.579776,8901.049468,2542.320419
12,7001,-10271.35661,26152.64481,1824.53665
4,7001,-5678.163909,8930.059047,2534.713881
12,7002,-10256.83475,26138.04921,1854.941599
4,7003,-5591.600628,9060.574931,2542.378182
12,7004,-10314.56566,26094.33483,1900.596351
4,7005,-5490.631119,9220.113783,2527.201549
12,7006,-10415.59991,26007.00241,1969.025401
1,7007,-28582.4376,2516.581895,10129.39883
4,7008,-5404.05731,9350.620606,2542.494331
12,7008,-10473.39962,25948.98101,1961.291249
4,7008,-5389.633605,9379.622957,2542.510485
12,7008,-10487.77285,25934.30547,2006.982509
4,7010,-5331.93745,9481.141872,2534.942536
12,7012,-10588.83786,25847.05597,2052.556668
1,7013,-28953.38859,980.6465584,10078.09385
4,7014,-5173.266718,9756.695993,2512.233
12,7014,-10704.39704,25759.87398,2075.297515
4,7015,-5129.966724,9800.201045,2519.864134
12,7015,-10718.81795,25745.30772,2090.509964
4,7016,-5057.828056,9916.215578,2519.929435
12,7016,-10733.2238,25701.77172,2098.000328
1,7018,-29166.52367,-91.47072946,10125.25864
12,7019,-10820.00177,25643.85584,2052.22005
20,7020,-5674.103622,-3584.279104,97.41097308
1,7020,-29251.54007,-598.5072895,10148.7951
4,7020,-4884.67069,10177.23441,2535.319127
12,7021,-10921.11072,25571.18468,2074.994378
4,7021,-4870.250593,10220.73385,2535.356081
12,7021,-10993.3143,25527.5116,2105.443516
20,7022,-5558.72437,-3526.208186,97.25141292
4,7023,-4798.095223,10322.24005,2543.035841
12,7023,-11051.03155,25483.79941,2151.109117
1,7025,-29450.2724,-1685.06903,10173.32051
12,7025,-11137.7543,25411.30176,2128.144541
20,7026,-5414.518905,-3410.110397,97.01022007
20,7026,-5356.821149,-3395.579765,96.94831034
4,7027,-4596.077127,10641.26396,2550.87644
12,7028,-11282.21789,25309.61557,2143.281176
20,7028,-5270.291253,-3323.013867,104.4241396
4,7029,-4567.227749,10713.76407,2550.941297
20,7031,-5154.906737,-3279.458674,96.66908795
20,7032,-5097.220665,-3235.922178,96.58036956
1,7033,-29878.07698,-3568.855613,10032.26879
20,7033,-5039.521584,-3221.393212,96.52174126
12,7034,-11513.33006,25135.29507,2173.566085
4,7034,-4336.353363,11076.32425,2528.363479
12,7034,-11556.62096,25091.67699,2196.353565
20,7035,-4924.129093,-3177.832574,96.39157275
4,7036,-4278.607892,11163.29429,2558.914011
12,7036,-11643.24431,25033.46353,2234.409402
20,7037,-4808.736214,-3119.761912,103.8693406
12,7038,-11758.75199,24946.22365,2272.420358
20,7038,-4722.173034,-3090.69631,126.6387311
1,7039,-30176.5917,-5220.642492,9928.978291
20,7039,-4664.467694,-3076.16181,134.2038375
12,7040,-11903.12925,24844.40307,2325.67819
4,7041,-4033.25078,11511.31687,2566.824719
12,7041,-11932.0298,24829.87432,2325.682057
20,7041,-4549.078046,-3032.61289,126.4614854
20,7044,-4433.6927,-2974.561519,118.7074052
20,7045,-4375.997472,-2931.021574,126.247317
1,7045,-30460.81133,-6858.022281,9795.55882
20,7046,-4332.73306,-2902.005648,118.5712839
12,7046,-12163.22736,24670.225,2302.712736
12,7047,-12220.99833,24641.11461,2317.963673
4,7047,-3730.128004,11946.2956,2605.330062
20,7048,-4231.766874,-2843.954265,118.4513875
12,7048,-12293.31145,24597.66955,2279.854405
20,7050,-4145.218068,-2756.873067,148.7951849
1,7052,-30730.65142,-8422.990536,9685.230789
12,7053,-12509.9269,24437.82341,2317.835693
4,7053,-3412.574833,12395.839,2590.553151
20,7054,-3957.713278,-2611.766134,156.1679408
20,7056,-3856.730124,-2553.697723,178.9166365
1,7058,-30986.14929,-9944.53656,9575.13894
20,7059,-3770.161855,-2466.594369,239.7494907
4,7060,-3138.315602,12830.866,2575.821561
20,7061,-3698.05805,-2379.558522,232.0126075
20,7063,-3582.638397,-2321.476308,269.9999143
1,7065,-31197.97667,-11552.82792,9503.509128
20,7065,-3467.215056,-2263.389409,315.6098445
12,7066,-13102.19793,24074.59479,2348.28937
4,7067,-2878.466309,13265.84834,2583.997413
20,7067,-3337.353974,-2205.280905,384.0753237
1,7071,-31279.15146,-13290.76206,9576.768811
22,7071,-30767.65259,-5873.04876,384.7216532
12,7072,-13376.8005,23929.43879,2302.657834
4,7073,-2618.596955,13686.33811,2584.569776
20,7073,-2991.112272,-2031.083957,467.5895761
12,7074,-13463.52081,23885.88995,2287.456333
20,7078,-2789.154492,-1885.983188,497.8670986
22,7078,-31012.91515,-5206.10809,750.7492512
12,7079,-13636.91254,23798.71561,2279.91759
4,7080,-2315.3983,14135.90329,2539.495716
20,7080,-2702.604816,-1798.935313,513.0036449
20,7082,-2587.196427,-1726.384937,528.1430581
22,7082,-31185.39507,-4727.525147,1147.214541
1,7084,-31834.0752,-16015.84754,9305.236068
20,7084,-2486.211526,-1668.341636,543.3016168
22,7084,-31271.68985,-4481.016151,1337.83378
12,7085,-13911.7236,23682.8085,2150.588907
4,7086,-2084.368872,14556.35008,2555.396725
20,7086,-2399.661451,-1595.811431,543.2162268
20,7089,-2284.255128,-1523.276498,543.1234627
22,7089,-31474.13848,-3930.326072,1543.923552
1,7090,-31973.63402,-17478.91945,9341.012105
20,7091,-2183.272402,-1465.247891,543.0486936
22,7091,-31589.78663,-3582.491707,1688.892054
22,7091,-31589.38243,-3553.385331,1787.920081
20,7093,-2096.716753,-1378.206457,558.1992402
12,7093,-14229.67338,23537.54509,2112.716154
20,7095,-1995.732165,-1305.671748,565.738439
1,7097,-32302.67949,-18929.76834,8882.732283
20,7097,-1880.314519,-1247.633092,580.9064791
22,7097,-31923.80705,-2640.876708,1765.808443
12,7098,-14460.88231,23421.33232,2090.000036
4,7099,-1477.813921,15411.75146,2579.684875
20,7099,-1793.753996,-1175.097544,596.0741275
20,7101,-1692.768447,-1088.063893,603.6106166
20,7104,-1606.207689,-1030.04309,603.5523132
22,7104,-32243.31006,-1655.713837,1896.11475
12,7105,-14720.68926,23304.64253,2204.519014
4,7105,-1217.846712,15846.76489,2550.004591
20,7106,-1519.647704,-957.5205555,603.4861765
20,7108,-1404.230083,-884.9956031,603.4166664
1,7110,-32843.22808,-21626.72003,8544.935242
20,7110,-1303.23663,-826.9708022,610.9816988
22,7110,-32606.70936,-525.7566188,1996.244207
22,7110,-32621.92949,-438.8665712,1889.589172
12,7111,-15067.24291,23115.51071,2265.685905
4,7112,-943.4179941,16296.39989,2459.432765
20,7112,-1231.096835,-754.4329154,641.4042398
20,7114,-1115.673803,-681.9020484,656.5822803
1,7116,-33112.93267,-22916.84339,8505.781676
20,7116,-1014.678268,-609.3737601,671.7649979
22,7117,-32941.60237,647.7211819,2065.948835
22,7117,-32955.78188,749.2136608,2172.662193
12,7118,-15355.96335,22984.34854,2357.398954
20,7118,-913.681008,-551.3489714,686.9587319
20,7121,-798.2560429,-478.8269162,694.524853
22,7121,-33189.40064,1516.929182,2074.550243
20,7123,-697.2584947,-406.3068494,702.0949298
22,7123,-33277.39429,1850.126051,1991.10279
22,7123,-33292.46884,1908.059389,1899.727255
12,7124,-15731.31578,22780.59528,2441.495457
4,7125,-365.5702936,17166.32326,2445.995225
20,7125,-596.2589653,-348.2857557,717.2955598
20,7127,-495.2598208,-275.7721831,717.2503348
20,7129,-394.2593561,-203.2595446,717.2075405
22,7129,-33568.87404,3096.183207,2152.489781
12,7130,-16005.50979,22649.3983,2548.449571
20,7131,-278.8285399,-145.2499155,717.1747246
4,7131,-76.6127018,17601.15389,2492.680469
20,7133,-206.6836725,-58.22122643,747.609157
20,7135,-91.25108992,-0.209975841,755.2010686
4,7137,255.7129225,17963.69243,2447.804124
12,7137,-16294.38989,22504.00379,2548.731577
20,7138,-4.675507054,72.30259688,762.7872903
4,7138,327.9619525,18036.23118,2425.117955
4,7139,356.8606196,18108.64753,2455.769103
20,7140,96.33060909,144.8101757,762.7562553
4,7141,472.4614224,18253.63639,2448.500615
20,7142,211.7673182,202.8105754,755.1155238
50,7143,-21276.35959,9368.392651,9562.824596
22,7143,-34150.21608,5022.655577,2483.465604
50,7143,-21218.06206,9295.956784,9707.343376
4,7143,588.064449,18384.12655,2441.203075
12,7143,-16641.17317,22329.6805,2495.75206
20,7144,298.3467407,275.3169509,755.0881853
4,7144,616.9684883,18456.61333,2441.37944
20,7146,413.7886405,347.8105851,732.20574
20,7148,514.796814,405.822722,755.0508994
50,7149,-20998.89436,7732.387843,9682.471679
50,7149,-20984.27049,7688.943978,9720.493675
20,7150,615.8084647,478.3288895,762.6519168
4,7151,920.450943,18877.05898,2427.204441
20,7153,716.8223305,550.8307295,762.6353659
20,7155,817.8375162,623.3316344,762.6212456
50,7155,-20808.86121,6139.823356,9566.631719
12,7156,-17334.76104,21952.08625,2359.298966
20,7157,918.8538901,681.3265199,754.9953409
4,7157,1281.756389,19311.93,2435.981568
20,7159,1063.161966,768.3256088,762.6090032
1,7160,-954804465.4,-1114417133,-9999
1,7160,-954804465.4,-1114417133,-9999
20,7161,1149.752755,826.3173424,747.3651555
50,7162,-20619.21024,4663.059553,9413.120937
22,7162,-34964.48832,7832.368138,2984.555261
20,7163,1250.773516,898.8144158,747.3610522
4,7163,1599.736108,19732.31701,2437.13871
20,7168,1452.82485,1029.293127,716.8851346
50,7168,-20458.18056,3142.718463,9313.389956
22,7168,-35240.59764,8686.67418,3139.138542
12,7169,-17811.07938,21704.57935,2458.936906
4,7170,1787.695784,20181.83666,2392.653926
50,7174,-20238.90177,1492.120769,9343.416975
50,7175,-20209.75792,1419.778647,9404.305826
22,7175,-35530.95295,9511.869917,3316.75913
12,7175,-18114.18898,21501.03325,2489.676125
50,7177,-20122.2303,855.1319541,9419.458219
45,7178,83426.29059,20471.23819,8247.295697
50,7181,-19990.70014,-201.8480968,9404.292237
50,7181,-19976.06803,-274.2168899,9434.766454
12,7182,-18446.14237,21268.43759,2520.436697
4,7183,2322.627462,21037.24745,2341.836181
50,7187,-19742.67857,-1852.353433,9457.972823
50,7187,-19728.16767,-1924.745199,9450.366547
12,7188,-18720.72144,21108.74034,2436.958874
20,7188,-954804465.4,-1114417133,-9999
20,7188,-954804465.4,-1114417133,-9999
50,7192,-19553.45271,-3083.080921,9389.917575
45,7193,83386.70023,20874.14901,9299.511532
50,7193,-19451.85329,-3575.338719,9359.636941
50,7194,-19408.33832,-3749.053055,9359.693638
12,7195,-19052.42084,20846.96201,2528.644651
4,7196,2987.695445,21877.88561,2367.399788
50,7198,-19118.27759,-4878.169509,9375.403322
45,7199,83465.63705,20900.80887,9902.65757
50,7200,-19002.33341,-5355.93506,9345.206141
12,7201,-19312.19187,20672.4791,2551.799652
4,7202,3392.592188,22298.44871,2285.040338
45,7204,83267.58531,20683.23065,10570.08288
50,7205,-18596.99275,-6644.237464,9323.028814
50,7206,-18423.37777,-7107.369491,9338.504145
12,7207,-19629.30559,20410.63701,2673.969859
50,7209,-18134.11299,-7859.965611,9354.188189
45,7212,83351.90297,20711.01385,10761.78359
50,7213,-17758.25989,-8829.739015,9332.041878
12,7214,-19860.57161,20251.04143,2567.570992
73,7214,2001.578335,3161.004983,815.734283
4,7215,3913.38246,23183.07485,2150.902762
50,7215,-17498.15748,-9510.105184,9286.933457
73,7217,1915.005455,3291.538939,815.7042296
50,7217,-17310.35004,-10045.81835,9218.939147
22,7218,-954804465.4,-1114417133,-9999
22,7218,-954804465.4,-1114417133,-9999
73,7219,1799.558706,3407.57552,823.2883011
50,7219,-17151.42898,-10436.64531,9204.1
50,7219,-17093.65122,-10523.40521,9226.993029
12,7220,-20149.61108,20033.40027,2438.351997
73,7221,1698.538006,3480.102921,823.2591295
4,7221,4101.389308,23603.03826,2281.895802
73,7223,1568.648731,3538.132702,815.6034173
73,7225,1438.751599,3581.658386,823.19008
50,7225,-16573.53527,-11913.16478,9152.584403
50,7226,-16544.54262,-11985.44632,9190.782281
73,7227,1323.292762,3610.680387,800.3023489
4,7228,4390.743906,24038.06001,2222.542997
73,7229,1193.391604,3610.698504,792.6518048
45,7229,82908.72704,21015.71969,11717.00145
50,7230,-16197.83154,-12969.95967,9123.74779
73,7231,1049.059808,3639.720609,785.0027616
50,7232,-16053.51084,-13360.97676,9055.81223
12,7233,-20655.0485,19626.84645,2316.97697
73,7234,919.1578009,3654.236944,784.9787635
50,7234,-15793.50235,-14041.34528,9049.357384
73,7236,774.8201401,3625.248278,769.7123256
45,7236,82818.89423,20741.08194,11806.52707
50,7237,-15634.68623,-14562.77974,8958.964323
50,7238,-15504.707,-14866.71107,8974.746231
12,7240,-20900.55733,19409.1091,2241.014077
4,7241,5085.051104,24849.53648,2256.263536
45,7242,82767.69513,20306.18694,12162.87034
50,7244,-14999.21072,-16329.05023,8916.910636
50,7245,-14984.68332,-16459.43135,8902.038415
12,7246,-21073.62566,19292.69879,2279.385296
50,7247,-14854.64072,-16908.32674,8880.280296
45,7249,82752.15844,19973.6421,12055.11156
50,7251,-14637.86666,-17661.24936,8866.968606
12,7252,-21333.08953,19031.12122,2325.30875
73,7255,-954804465.4,-1114417133,-9999
73,7255,-954804465.4,-1114417133,-9999
12,7259,-21650.63625,18726.21292,2257.042647
4,7260,6039.948915,26095.69657,2307.197532
77,7261,19927.86372,20195.27063,1372.756245
77,7261,19855.87201,20282.50656,1334.66041
50,7263,-13800.34802,-20427.22615,8707.149823
12,7265,-21910.01807,18464.58818,2318.2527
77,7266,19740.63014,20340.96504,1243.013049
4,7266,6328.973598,26485.54789,2697.520738
77,7267,19668.12925,20398.81051,1349.621918
77,7268,19638.86668,20413.03387,1471.489712
45,7268,82535.53515,19495.34133,12904.58369
77,7270,19508.70212,20514.54093,1555.178965
50,7270,-13223.21612,-21932.92284,8704.088966
12,7272,-22125.98823,18231.97292,2409.882839
77,7272,19407.58497,20601.63808,1585.582468
77,7274,19320.91898,20674.22894,1608.373482
77,7274,19291.91979,20688.67556,1646.424195
45,7274,82500.09409,19075.17597,13169.80663
77,7276,19176.63067,20805.00369,1600.669987
50,7276,-12804.77471,-23410.53514,8541.610012
12,7278,-22284.47538,18057.60906,2440.50364
77,7278,19061.15073,20906.68428,1608.219316
4,7280,6777.722594,27398.34756,2762.352013
77,7280,18960.14633,21008.35938,1608.195947
77,7281,18888.06777,21081.04803,1585.32142
45,7281,82436.28213,18770.96881,13465.4467
77,7283,18787.17134,21168.35116,1539.543148
50,7283,-12444.00345,-24844.88374,8371.800874
